name,sport,nationality,sex,date_of_birth,age,height,weight
Florian Floto,Archery,GER,male,12/04/1988,28.3,1.88,105
Pat McCutcheon,Rugby Sevens,AUS,male,24/06/1987,29.1,1.87,105
Zhe Yang,Weightlifting,CHN,male,14/07/1991,25.1,1.87,105
Elizbar Odikadze,Wrestling,GEO,male,14/06/1989,27.2,1.87,105
Timothey N'Guessan,Handball,FRA,male,18/09/1992,23.9,1.86,105
Oscar Ouma,Rugby Sevens,KEN,male,03/05/1989,27.3,1.86,105
Ashraf Amgad Elseify,Athletics,QAT,male,20/02/1995,21.5,1.85,105
Ivan Efremov,Weightlifting,UZB,male,09/03/1986,30.4,1.84,105
Wenxiu Zhang,Athletics,CHN,female,22/03/1986,30.4,1.83,105
Ruslan Nurudinov,Weightlifting,UZB,male,24/11/1991,24.7,1.83,105
Michael Sean James Nicholson,Shooting,ZIM,male,09/11/1973,42.8,1.82,105
Simon Martirosyan,Weightlifting,ARM,male,17/02/1997,19.5,1.81,105
Gaber Mohamed,Weightlifting,EGY,male,01/09/1985,30.9,1.8,105
Mohammadreza Barari,Weightlifting,IRI,male,31/03/1988,28.4,1.8,105
Alexandr Zaichikov,Weightlifting,KAZ,male,17/08/1992,24,1.8,105
Arkadiusz Michalski,Weightlifting,POL,male,07/01/1990,26.6,1.8,105
Yang Gao,Athletics,CHN,female,01/03/1993,23.4,1.78,105
Giorgi Chkheidze,Weightlifting,GEO,male,30/10/1997,18.8,1.78,105
Balazs Kiss,Wrestling,HUN,male,27/01/1983,33.5,1.78,105
Lijiao Gong,Athletics,CHN,female,24/01/1989,27.5,1.75,105
Zheng Wang,Athletics,CHN,female,14/12/1987,28.7,1.75,105
Jurgen Spiess,Weightlifting,GER,male,26/03/1984,32.4,1.75,105
David Katoatau,Weightlifting,KIR,male,17/07/1984,32.1,1.7,105
Khaled Almudhaf,Shooting,IOA,male,12/06/1978,38.2,1.63,105
Christiaan Varenhorst,Volleyball,NED,male,06/05/1990,26.3,2.11,104
Stefan Bircevic,Basketball,SRB,male,13/12/1989,26.7,2.1,104
Marcus Vinicius Marquinhos,Basketball,BRA,male,31/05/1984,32.2,2.07,104
McQuin Baron,Aquatics,USA,male,27/10/1995,20.8,2.06,104
Kevin Durant,Basketball,USA,male,29/09/1988,27.9,2.05,104
Tim Schrijver,Rowing,CAN,male,07/02/1992,24.5,2.03,104
Anton Braun,Rowing,GER,male,28/04/1990,26.3,2.02,104
Miguel Ruiz,Basketball,VEN,male,20/12/1990,25.6,2.02,104
Stanislau Shcharbachenia,Rowing,BLR,male,05/03/1985,31.4,2.01,104
Draymond Green,Basketball,USA,male,04/03/1990,26.4,2,104
Sam Crouser,Athletics,USA,male,31/12/1991,24.6,1.99,104
Thiagus dos Santos,Handball,BRA,male,25/01/1989,27.5,1.98,104
Tonu Endrekson,Rowing,EST,male,11/06/1979,37.2,1.98,104
Haniel Langaro,Handball,BRA,male,07/03/1995,21.4,1.97,104
Charles Kahudi,Basketball,FRA,male,19/07/1986,30.1,1.97,104
Tobias Karlsson,Handball,SWE,male,04/06/1981,35.2,1.96,104
Leonardo Santos,Handball,BRA,male,30/05/1994,22.2,1.94,104
Nikola Karabatic,Handball,FRA,male,11/04/1984,32.3,1.94,104
Lukasz Gierak,Handball,POL,male,22/06/1988,28.1,1.94,104
Garrett Bender,Rugby Sevens,USA,male,02/12/1991,24.7,1.94,104
Tim Agaba,Rugby Sevens,RSA,male,23/07/1989,27.1,1.93,104
Omar Hassan,Volleyball,EGY,male,04/04/1991,25.4,1.91,104
Fedrick Dacres,Athletics,JAM,male,28/02/1994,22.4,1.91,104
Isabelle Yacoubou,Basketball,FRA,female,21/04/1986,30.3,1.9,104
Andrew Amonde,Rugby Sevens,KEN,male,25/12/1983,32.6,1.9,104
Jesse Parahi,Rugby Sevens,AUS,male,29/07/1989,27,1.89,104
Mateus Filipe Gregorio Machado,Weightlifting,BRA,male,05/07/1993,23.1,1.85,104
Paulina Guba,Athletics,POL,female,14/05/1991,25.2,1.83,104
Melissa Seidemann,Aquatics,USA,female,26/06/1990,26.1,1.83,104
Bartlomiej Wojciech Bonk,Weightlifting,POL,male,11/10/1984,31.8,1.81,104
Salwan Jasim Abbood Abbood,Weightlifting,IRQ,male,26/09/1991,24.9,1.8,104
Arturs Plesnieks,Weightlifting,LAT,male,21/01/1992,24.6,1.8,104
Sargis Martirosjan,Weightlifting,AUT,male,14/09/1986,29.9,1.79,104
Tuvshinbayar Naidan,Judo,MGL,male,01/06/1984,32.2,1.78,104
Hernan Moises Viera Espinoza,Weightlifting,PER,male,16/01/1993,23.6,1.76,104
Evandro M. Guerra,Volleyball,BRA,male,27/12/1981,34.6,2.07,103
Hendrik Pekeler,Handball,GER,male,02/07/1991,25.1,2.03,103
Maxim Mikhaylov,Volleyball,RUS,male,19/03/1988,28.4,2.02,103
Florent Pietrus,Basketball,FRA,male,19/01/1981,35.6,2.01,103
Stephen Kasprzyk,Rowing,USA,male,14/02/1982,34.5,2.01,103
Bojan Bogdanovic,Basketball,CRO,male,18/04/1989,27.3,2,103
Philip Stenmalm,Handball,SWE,male,03/03/1992,24.4,2,103
Mariusz Jurkiewicz,Handball,POL,male,03/02/1982,34.5,1.99,103
Mikalai Sharlap,Rowing,BLR,male,30/03/1994,22.4,1.98,103
Inaki Villanueva,Rugby Sevens,ESP,male,10/02/1991,25.5,1.98,103
Jonas Maciulis,Basketball,LTU,male,10/02/1985,31.5,1.98,103
Felipe da Costa E Silva,Aquatics,BRA,male,08/08/1984,32,1.96,103
Michal Szpakowski,Rowing,POL,male,23/04/1989,27.3,1.95,103
Ivan Krapic,Aquatics,CRO,male,14/02/1989,27.5,1.94,103
Vid Poteko,Handball,SLO,male,05/04/1991,25.4,1.94,103
Katerina Safrankova,Athletics,CZE,female,08/06/1989,27.2,1.93,103
Dainis Upelnieks,Shooting,LAT,male,01/10/1982,33.9,1.93,103
Sam Cross,Rugby Sevens,GBR,male,26/08/1992,24,1.91,103
Mikael Appelgren,Handball,SWE,male,06/09/1989,26.9,1.91,103
Joel Swift,Aquatics,AUS,male,14/06/1990,26.2,1.9,103
Rolands Strobinders,Athletics,LAT,male,14/04/1992,24.3,1.9,103
D J Forbes,Rugby Sevens,NZL,male,15/12/1982,33.7,1.89,103
Johannes Vetter,Athletics,GER,male,26/03/1993,23.4,1.88,103
Karl-Richard Frey,Judo,GER,male,11/07/1991,25.1,1.88,103
Urban Lesjak,Handball,SLO,male,24/08/1990,26,1.87,103
Christodoulos Kolomvos,Aquatics,GRE,male,26/10/1988,27.8,1.86,103
Robert Baran,Wrestling,POL,male,03/07/1992,24.1,1.86,103
Taryn Suttie,Athletics,CAN,female,07/12/1990,25.7,1.83,103
David Andersen,Basketball,AUS,male,23/06/1980,36.1,2.1,102
Alade Aminu,Basketball,NGR,male,14/09/1987,28.9,2.1,102
Matteo Piano,Volleyball,ITA,male,24/10/1990,25.8,2.08,102
Olaseni Lawal,Basketball,NGR,male,08/10/1986,29.8,2.08,102
Peng Zhou,Basketball,CHN,male,11/10/1989,26.8,2.06,102
John Edison Rodriguez,Fencing,COL,male,24/01/1991,25.5,2.05,102
Alison Cerutti,Volleyball,BRA,male,07/12/1985,30.7,2.03,102
Harrison Barnes,Basketball,USA,male,30/05/1992,24.2,2.03,102
Nikola Kalinic,Basketball,SRB,male,08/11/1991,24.8,2.02,102
Andres Nocioni,Basketball,ARG,male,30/11/1979,36.7,2.01,102
Niklas Landin Jacobsen,Handball,DEN,male,19/12/1988,27.6,2.01,102
Tone Wieten,Rowing,NED,male,17/03/1994,22.4,2.01,102
Justin Duff,Volleyball,CAN,male,10/05/1988,28.3,2,102
Antonin Rouzier,Volleyball,FRA,male,18/08/1986,30,2,102
Felix Drahotta,Rowing,GER,male,01/01/1989,27.6,2,102
Mahe Drysdale,Rowing,NZL,male,19/11/1978,37.7,2,102
Sam Townsend,Rowing,GBR,male,26/11/1985,30.7,1.99,102
Nathan Adrian,Aquatics,USA,male,07/12/1988,27.7,1.99,102
Krystian Aranowski,Rowing,POL,male,11/04/1988,28.3,1.98,102
Dzianis Mihal,Rowing,BLR,male,05/10/1985,30.9,1.97,102
Henrik Mollgaard Jensen,Handball,DEN,male,02/01/1985,31.6,1.97,102
Amine Bannour,Handball,TUN,male,21/02/1990,26.5,1.96,102
Alex Bowen,Aquatics,USA,male,04/09/1993,22.9,1.96,102
Tim Mikkelson,Rugby Sevens,NZL,male,13/08/1986,30,1.93,102
Alex Garcia,Basketball,BRA,male,04/03/1980,36.4,1.92,102
Matteo Aicardi,Aquatics,ITA,male,19/04/1986,30.3,1.92,102
Michael Alexandre Bodegas,Aquatics,ITA,male,03/05/1987,29.3,1.92,102
Ives Alonso,Aquatics,BRA,male,12/10/1980,35.8,1.91,102
Sergii Tokarnytskyi,Canoe,KAZ,male,01/02/1993,23.5,1.88,102
Predrag JOKIC,Aquatics,MNE,male,03/02/1983,33.5,1.88,102
Danny Barrett,Rugby Sevens,USA,male,23/03/1990,26.4,1.88,102
Kibwe Johnson,Athletics,USA,male,17/07/1981,35.1,1.88,102
Carl Fredrik Stefan Schoen,Wrestling,SWE,male,11/07/1987,29.1,1.87,102
Ryan Tyack,Archery,AUS,male,02/06/1991,25.2,1.86,102
Jonas Hogh-Christensen,Sailing,DEN,male,21/05/1981,35.2,1.86,102
Mohamed Ramah,Shooting,MAR,male,02/01/1986,30.6,1.86,102
Mathieu Peisson,Aquatics,FRA,male,29/09/1982,33.9,1.85,102
Mihail Anastasakis,Athletics,GRE,male,03/12/1994,21.7,1.84,102
Leslie Copeland,Athletics,FIJ,male,23/04/1988,28.3,1.83,102
Ardo Arusaar,Wrestling,EST,male,24/06/1988,28.1,1.81,102
Khuderbulga Dorjkhand,Wrestling,MGL,male,07/05/1992,24.3,1.81,102
Kyle Frederick Snyder,Wrestling,USA,male,20/11/1995,20.7,1.81,102
Chinwe Okoro,Athletics,NGR,female,20/06/1989,27.1,1.78,102
Konstantin Semenov,Volleyball,RUS,male,09/06/1989,27.2,2.1,101
Renat Saidov,Judo,RUS,male,27/09/1988,27.9,2.1,101
Lucas Saatkamp,Volleyball,BRA,male,06/03/1986,30.4,2.09,101
Uros CUCKOVIC,Aquatics,MNE,male,25/04/1990,26.3,1.99,101
Tom Ransley,Rowing,GBR,male,06/09/1985,30.9,1.98,101
Marcel Hacker,Rowing,GER,male,29/04/1977,39.3,1.96,101
Norbert Hosnyanszky,Aquatics,HUN,male,04/03/1984,32.4,1.96,101
Filip Filipovic,Aquatics,SRB,male,01/05/1987,29.3,1.96,101
Ihar Pashevich,Rowing,BLR,male,08/12/1991,24.7,1.95,101
Robert Micael Gibson,Rowing,CAN,male,02/02/1986,30.5,1.95,101
Earvin Ngapeth,Volleyball,FRA,male,12/02/1991,25.5,1.94,101
Sam Dickson,Rugby Sevens,NZL,male,28/10/1989,26.8,1.93,101
Mehdi Marzouki,Aquatics,FRA,male,26/05/1987,29.2,1.92,101
Tom Cusack,Rugby Sevens,AUS,male,01/03/1993,23.4,1.91,101
Hanna Skydan,Athletics,AZE,female,14/05/1992,24.2,1.83,101
Anastasiia Lysenko,Weightlifting,UKR,female,02/12/1995,20.7,1.76,101
Zhelin Wang,Basketball,CHN,male,20/01/1994,22.6,2.14,100
Ekenechukwu Ibekwe,Basketball,NGR,male,19/07/1985,31.1,2.1,100
Nikola Mirotic,Basketball,ESP,male,11/02/1991,25.5,2.08,100
Paul Bennett,Rowing,GBR,male,16/12/1988,27.7,2.07,100
Simone Buti,Volleyball,ITA,male,19/09/1983,32.9,2.06,100
Conlin McCABE,Rowing,CAN,male,20/08/1990,26,2.05,100
Stefano Tempesti,Aquatics,ITA,male,09/06/1979,37.2,2.05,100
Guilherme Giovannoni,Basketball,BRA,male,02/06/1980,36.2,2.04,100
Xiaochuan Zhai,Basketball,CHN,male,24/03/1993,23.4,2.04,100
Ivan Zaytsev,Volleyball,ITA,male,02/10/1988,27.9,2.04,100
Paolo Nicolai,Volleyball,ITA,male,06/08/1988,28,2.04,100
Aurimas Adomavicius,Rowing,LTU,male,23/09/1993,22.9,2.04,100
Mindaugas Kuzminskas,Basketball,LTU,male,19/10/1989,26.8,2.04,100
Mario Hezonja,Basketball,CRO,male,25/02/1995,21.5,2.03,100
Jonathan Moriame,Aquatics,FRA,male,19/06/1984,32.2,2.03,100
Matthew Anderson,Volleyball,USA,male,18/04/1987,29.3,2.02,100
Marko Bagaric,Handball,QAT,male,31/12/1985,30.6,2.01,100
Branislav Mitrovic,Aquatics,SRB,male,30/01/1985,31.5,2.01,100
Vadzim Lialin,Rowing,BLR,male,15/11/1982,33.7,2,100
Petr Frydrych,Athletics,CZE,male,13/01/1988,28.6,2,100
Deniss Karpak,Sailing,EST,male,18/07/1986,30.1,2,100
Jose Martinez,Volleyball,MEX,male,23/01/1993,23.5,2,100
Roel Braas,Rowing,NED,male,11/03/1987,29.4,2,100
Jakub Podrazil,Rowing,CZE,male,09/01/1992,24.6,1.99,100
Jesper Noddesbo,Handball,DEN,male,23/10/1980,35.8,1.99,100
Domagoj Duvnjak,Handball,CRO,male,01/06/1988,28.2,1.98,100
Ludovic Fabregas,Handball,FRA,male,01/07/1996,20.1,1.98,100
Mathieu Grebille,Handball,FRA,male,06/10/1991,24.8,1.98,100
Remi Saudadier,Aquatics,FRA,male,20/03/1986,30.4,1.98,100
William Satch,Rowing,GBR,male,09/06/1989,27.2,1.98,100
Simonas Bilis,Aquatics,LTU,male,11/11/1993,22.7,1.98,100
Esra Ural,Basketball,TUR,female,18/08/1991,25,1.98,100
Kai Langerfeld,Rowing,CAN,male,05/07/1987,29.1,1.97,100
Ivan Sliskovic,Handball,CRO,male,23/10/1991,24.8,1.97,100
Krunoslav Simon,Basketball,CRO,male,24/06/1985,31.1,1.97,100
Yannick Borel,Fencing,FRA,male,05/11/1988,27.8,1.97,100
Pete Reed,Rowing,GBR,male,27/07/1981,35,1.97,100
Olivier Siegelaar,Rowing,NED,male,24/10/1986,29.8,1.97,100
Martin Pacek,Judo,SWE,male,28/04/1987,29.3,1.97,100
Slobodan Soro,Aquatics,BRA,male,23/12/1978,37.6,1.96,100
Mahama Cho,Taekwondo,GBR,male,16/08/1989,27,1.96,100
David Miklavcic,Handball,SLO,male,29/01/1983,33.5,1.96,100
Aymen Hammed,Handball,TUN,male,26/07/1983,33.1,1.96,100
Ivan Dovhodko,Rowing,UKR,male,15/01/1989,27.6,1.96,100
Jonathan Lobert,Sailing,FRA,male,30/04/1985,31.3,1.95,100
Romain Blary,Aquatics,FRA,male,20/10/1985,30.8,1.95,100
Boudewijn Roell,Rowing,NED,male,12/05/1989,27.3,1.95,100
Ameen Zakkar,Handball,QAT,male,15/06/1994,22.2,1.95,100
Artem Morozov,Rowing,UKR,male,29/02/1980,36.5,1.95,100
Agustin Vidal,Handball,ARG,male,08/07/1987,29.1,1.94,100
Jonathan Laugel,Rugby Sevens,FRA,male,30/01/1993,23.5,1.94,100
Niklas Suele,Football,GER,male,03/09/1995,20.9,1.94,100
Aaron Younger,Aquatics,AUS,male,25/09/1991,24.9,1.93,100
Alexandre Camarasa,Aquatics,FRA,male,10/06/1987,29.2,1.93,100
Eric Johannesen,Rowing,GER,male,16/07/1988,28.1,1.93,100
Willie Ambaka,Rugby Sevens,KEN,male,14/05/1990,26.2,1.93,100
Scott Curry,Rugby Sevens,NZL,male,17/05/1988,28.2,1.93,100
Barnabe Delarze,Rowing,SUI,male,30/06/1994,22.1,1.93,100
Henrique Teixeira,Handball,BRA,male,27/02/1989,27.5,1.92,100
Petar Tomasevic,Aquatics,FRA,male,02/01/1989,27.6,1.92,100
Lewis Ormond,Rugby Sevens,NZL,male,05/02/1994,22.5,1.92,100
Mohamed Jilani Maaref,Handball,TUN,male,27/10/1991,24.8,1.92,100
John Ampomah,Athletics,GHA,male,11/07/1990,26.1,1.91,100
Pita Nikolas Taufatofua,Taekwondo,TGA,male,05/11/1983,32.8,1.91,100
Jhonattan Vegas,Golf,VEN,male,19/08/1984,32,1.91,100
Mohammed Amine Tayeb,Judo,ALG,male,28/09/1985,30.9,1.9,100
Gonzalo Carou,Handball,ARG,male,15/08/1979,37,1.9,100
Georgii Ketoev,Wrestling,ARM,male,19/11/1985,30.7,1.9,100
Toma Nikiforov,Judo,BEL,male,25/01/1993,23.5,1.9,100
Jorge Y. Fernandez,Athletics,CUB,male,02/10/1987,28.9,1.9,100
Karl Schulze,Rowing,GER,male,05/03/1988,28.4,1.9,100
Jevgenijs Borodavko,Judo,LAT,male,04/11/1986,29.8,1.9,100
Henk Grol,Judo,NED,male,14/04/1985,31.3,1.9,100
Hussain Shah Shah,Judo,PAK,male,08/06/1993,23.2,1.9,100
Hassan Mabrouk,Handball,QAT,male,29/07/1982,34,1.9,100
Elis Guri,Wrestling,BUL,male,06/07/1983,33.1,1.89,100
Jose Armenteros,Judo,CUB,male,13/12/1992,23.7,1.89,100
Vincent Gerard,Handball,FRA,male,16/12/1986,29.7,1.89,100
Elmar Gasimov,Judo,AZE,male,02/11/1990,25.8,1.88,100
Ramadan Darwish,Judo,EGY,male,29/01/1988,28.5,1.88,100
Javier Carrion,Rugby Sevens,ESP,male,09/11/1990,25.8,1.88,100
Andrey Yerguchyov,Canoe,KAZ,male,23/04/1995,21.3,1.88,100
Albert Saritov,Wrestling,ROU,male,08/07/1985,31.1,1.88,100
Braian Toledo,Athletics,ARG,male,08/09/1993,22.9,1.87,100
Wagner Domingos,Athletics,BRA,male,26/03/1983,33.4,1.87,100
Leyla Rajabi,Athletics,IRI,female,18/04/1983,33.3,1.87,100
Artem Bloshenko,Judo,UKR,male,01/02/1985,31.5,1.87,100
Javad Mahjoub,Judo,IRI,male,26/05/1991,25.2,1.86,100
Giorgio Poggi,Sailing,ITA,male,26/08/1981,35,1.86,100
Ryunosuke Haga,Judo,JPN,male,28/04/1991,25.3,1.86,100
Ivan Remarenco,Judo,UAE,male,07/08/1988,28,1.86,100
Pavlo Korostylov,Shooting,UKR,male,05/11/1997,18.8,1.86,100
Soyib Kurbonov,Judo,UZB,male,03/02/1988,28.5,1.86,100
Lyes Bouyacoub,Judo,ALG,male,03/04/1983,33.4,1.85,100
di Xiao,Wrestling,CHN,male,14/05/1991,25.2,1.85,100
Ari Mannio,Athletics,FIN,male,23/07/1987,29.1,1.85,100
Benjamin Fletcher,Judo,GBR,male,13/03/1992,24.4,1.85,100
Ghasem Gholamreza Rezaei,Wrestling,IRI,male,18/08/1985,31,1.85,100
Yoshitaka Tokunaga,Rugby Sevens,JPN,male,10/04/1992,24.3,1.85,100
Diego del Real,Athletics,MEX,male,06/03/1994,22.4,1.85,100
Rafael Buzacarini,Judo,BRA,male,06/10/1991,24.8,1.83,100
Joao Costa,Shooting,POR,male,28/10/1964,51.8,1.82,100
Tagir Khaibulaev,Judo,RUS,male,24/07/1984,32.1,1.82,100
Karim Gharbi,Judo,SMR,male,05/01/1992,24.6,1.82,100
Gregory Bauge,Cycling,FRA,male,31/01/1985,31.5,1.81,100
Maxim Rakov,Judo,KAZ,male,07/02/1986,30.5,1.81,100
Rocio Comba,Athletics,ARG,female,14/07/1987,29.1,1.8,100
Xiaohan Mei,Aquatics,CHN,female,11/11/1996,19.7,1.8,100
Daniel Brodmeier,Shooting,GER,male,02/09/1987,28.9,1.8,100
Rashid Yunusmetov,Shooting,KAZ,male,09/07/1979,37.1,1.8,100
Grigori Minaskin,Judo,EST,male,01/02/1991,25.5,1.78,100
Guham Cho,Judo,KOR,male,30/07/1992,24,1.78,100
Natalia Duco,Athletics,CHI,female,31/01/1989,27.5,1.77,100
Jorge Fonseca,Judo,POR,male,30/10/1992,23.8,1.75,100
Nwanneka Okwelogu,Athletics,NGR,female,05/05/1995,21.3,1.73,100
Reza Mohammad Ali Yazdani,Wrestling,IRI,male,25/08/1984,32,1.72,100
Sandra Lemos,Athletics,COL,female,01/01/1989,27.6,1.7,100
Kuk Hyang Kim,Weightlifting,PRK,female,20/04/1993,23.3,1.7,100
Naryury Alexandra Perez Reveron,Weightlifting,VEN,female,29/09/1992,23.9,1.68,100
Luisa Fatiaki Taitapu Peters,Weightlifting,COK,female,27/06/1993,23.1,1.65,100
Austin Hack,Rowing,USA,male,17/05/1992,24.2,2.04,99
Paul George,Basketball,USA,male,02/05/1990,26.3,2.03,99
Murphy Troy,Volleyball,USA,male,31/05/1989,27.2,2.02,99
Demar DeRozan,Basketball,USA,male,07/08/1989,27,2.01,99
Jimmy Butler,Basketball,USA,male,14/09/1989,26.9,2.01,99
Mauricio Borges Almeida Silva,Volleyball,BRA,male,04/02/1989,27.5,1.99,99
Florent Manaudou,Aquatics,FRA,male,12/11/1990,25.7,1.99,99
Krzysztof Lijewski,Handball,POL,male,07/07/1983,33.1,1.99,99
Andrey Grechin,Aquatics,RUS,male,21/10/1987,28.8,1.99,99
Khalid Assar,Table Tennis,EGY,male,10/12/1992,23.7,1.98,99
Bertrand Roine,Handball,QAT,male,17/02/1981,35.5,1.98,99
Bogdan Bogdanovic,Basketball,SRB,male,18/08/1992,24,1.97,99
Max Mirnyi,Tennis,BLR,male,06/07/1977,39.1,1.96,99
Josh Binstock,Volleyball,CAN,male,12/01/1981,35.6,1.96,99
Sergio Reynaldo Gonzalez Bayard,Volleyball,CUB,male,20/06/1990,26.1,1.95,99
Silvio Heinevetter,Handball,GER,male,21/10/1984,31.8,1.94,99
Ben Pinkelman,Rugby Sevens,USA,male,13/06/1994,22.2,1.94,99
Richie Campbell,Aquatics,AUS,male,18/09/1987,28.9,1.93,99
Mehdy Metella,Aquatics,FRA,male,17/07/1992,24.1,1.91,99
Lote Tuqiri,Rugby Sevens,JPN,male,12/11/1987,28.8,1.89,99
Pieter-Jan Postma,Sailing,NED,male,10/01/1982,34.6,1.89,99
Giordan Harris,Aquatics,MHL,male,19/04/1993,23.3,1.85,99
Grzegorz Fijalek,Volleyball,POL,male,11/05/1987,29.3,1.85,99
Kyle Reyes,Judo,CAN,male,10/10/1993,22.8,1.83,99
Aimee Fisher,Canoe,NZL,female,24/01/1995,21.5,1.83,99
Mohammad Tawfiq Bakhshi,Judo,AFG,male,11/03/1986,30.4,1.81,99
Dominic Dugasse,Judo,SEY,male,19/04/1985,31.3,1.8,99
Ahymara Espinoza,Athletics,VEN,female,28/05/1985,31.2,1.8,99
Deanna Price,Athletics,USA,female,08/06/1993,23.2,1.73,99
Mateusz Bieniek,Volleyball,POL,male,05/04/1994,22.4,2.1,98
Kevin le Roux,Volleyball,FRA,male,11/05/1989,27.3,2.09,98
Daniel Cornelius Jansen Vandoorn,Volleyball,CAN,male,21/03/1990,26.4,2.07,98
Abdoulrazak Issoufou Alfaga,Taekwondo,NIG,male,26/12/1994,21.6,2.07,98
Aaron Russell,Volleyball,USA,male,04/06/1993,23.2,2.05,98
Jake Lilley,Sailing,AUS,male,20/07/1993,23.1,2.04,98
Elizabeth Cambage,Basketball,AUS,female,18/08/1991,25,2.03,98
Luka Stepancic,Handball,CRO,male,20/11/1990,25.7,2.03,98
Peter van Schie,Rowing,NED,male,03/03/1988,28.4,2,98
Francesco Fossi,Rowing,ITA,male,15/04/1988,28.3,1.99,98
Hamzeh Zarini,Volleyball,IRI,male,18/10/1985,30.8,1.98,98
Filippo Lanza,Volleyball,ITA,male,03/03/1991,25.4,1.98,98
Christopher Patrick Reid,Aquatics,RSA,male,10/01/1996,20.6,1.98,98
Matti Mattsson,Aquatics,FIN,male,05/10/1993,22.8,1.97,98
Max Salminen,Sailing,SWE,male,22/09/1988,27.9,1.97,98
Tyler Martin,Aquatics,AUS,male,28/06/1990,26.1,1.96,98
Mikkel Hansen,Handball,DEN,male,22/10/1987,28.8,1.96,98
Aleksandrs Samoilovs,Volleyball,LAT,male,06/04/1985,31.4,1.96,98
Ryan Pini,Aquatics,PNG,male,10/12/1981,34.7,1.96,98
Nikita Morgachev,Rowing,RUS,male,03/05/1981,35.3,1.96,98
Matthew Miller,Rowing,USA,male,13/01/1989,27.6,1.96,98
Frederic Winters,Volleyball,CAN,male,25/09/1982,33.9,1.95,98
Hongpin Huang,Basketball,CHN,female,23/04/1989,27.3,1.95,98
Jasa Veremalua,Rugby Sevens,FIJ,male,29/05/1988,28.2,1.95,98
James-Andrew Davis,Fencing,GBR,male,03/07/1991,25.1,1.95,98
Lauritz Schoof,Rowing,GER,male,07/10/1990,25.8,1.95,98
Maximilian Reinelt,Rowing,GER,male,24/08/1988,28,1.95,98
Eric Murray,Rowing,NZL,male,06/05/1982,34.3,1.95,98
Johan Jakobsson,Handball,SWE,male,12/02/1987,29.5,1.95,98
Joshua Dunkley-Smith,Rowing,AUS,male,28/06/1989,27.1,1.94,98
Augustin Maillefer,Rowing,SUI,male,29/04/1993,23.3,1.94,98
Mohamed Soussi,Handball,TUN,male,17/01/1993,23.6,1.94,98
Dovydas Nemeravicius,Rowing,LTU,male,11/12/1996,19.7,1.93,98
Antonio PETROVIC,Aquatics,MNE,male,24/09/1982,33.9,1.93,98
Sava Randelovic,Aquatics,SRB,male,17/07/1993,23.1,1.93,98
Saul Craviotto,Canoe,ESP,male,03/11/1984,31.8,1.92,98
Apisai Domolailai,Rugby Sevens,FIJ,male,16/04/1989,27.3,1.92,98
Semi Kunatani,Rugby Sevens,FIJ,male,27/10/1990,25.8,1.92,98
Thibaut Simon,Aquatics,FRA,male,18/12/1983,32.7,1.92,98
Julia Fischer,Athletics,GER,female,01/04/1990,26.4,1.92,98
Mikolaj Burda,Rowing,POL,male,08/07/1982,34.1,1.92,98
Luciano de Cecco,Volleyball,ARG,male,02/06/1988,28.2,1.91,98
Julian Weber,Athletics,GER,male,29/08/1994,22,1.91,98
Pietro Figlioli,Aquatics,ITA,male,29/05/1984,32.2,1.91,98
Aleksandar RADOVIC,Aquatics,MNE,male,24/02/1987,29.5,1.91,98
Alican Kaynar,Sailing,TUR,male,30/10/1988,27.8,1.91,98
Artur Aleksanyan,Wrestling,ARM,male,21/10/1991,24.8,1.9,98
Yasmany Daniel Lugo Cabrera,Wrestling,CUB,male,24/01/1990,26.5,1.9,98
Rocco van Rooyen,Athletics,RSA,male,23/12/1992,23.6,1.9,98
Uros Zorman,Handball,SLO,male,09/01/1980,36.6,1.9,98
Dimitriy Timchenko,Wrestling,UKR,male,01/04/1983,33.4,1.9,98
Vasilij Zbogar,Sailing,SLO,male,04/10/1975,40.9,1.89,98
Cesar Augusto Almeida,Handball,BRA,male,06/01/1989,27.6,1.88,98
Yusaku Kuwazuru,Rugby Sevens,JPN,male,23/10/1985,30.8,1.88,98
Oleg Zhestkov,Canoe,RUS,male,20/01/1987,29.6,1.88,98
Makrem Missaoui,Handball,TUN,male,14/02/1981,35.5,1.88,98
Paula Leiton Arrones,Aquatics,ESP,female,27/04/2000,16.3,1.87,98
Stuart Farquhar,Athletics,NZL,male,15/03/1982,34.4,1.87,98
Tsimafei Dzeinichenka,Wrestling,BLR,male,05/11/1986,29.8,1.86,98
Mariano Canepa,Handball,ARG,male,07/05/1987,29.3,1.85,98
Hamish Peacock,Athletics,AUS,male,15/10/1990,25.8,1.85,98
Paul Adams,Shooting,AUS,male,04/06/1992,24.2,1.85,98
Dennis Ombachi,Rugby Sevens,KEN,male,14/12/1994,21.7,1.85,98
Islam Magomedov,Wrestling,RUS,male,08/02/1991,25.5,1.82,98
James Davies,Rugby Sevens,GBR,male,25/10/1990,25.8,1.81,98
Daigoro Timoncini,Wrestling,ITA,male,13/12/1985,30.7,1.8,98
Naing Soe Yan,Judo,MYA,male,31/01/1979,37.5,1.8,98
Cenk Ildem,Wrestling,TUR,male,05/01/1986,30.6,1.8,98
Ryan Fox,Golf,NZL,male,22/01/1987,29.6,1.79,98
Marco Galiazzo,Archery,ITA,male,07/05/1983,33.3,1.78,98
