name,sport,nationality,sex,date_of_birth,age,height,weight
Rabia Guelec,Taekwondo,GER,female,05/06/1994,22.2,1.75,62
Liliana Szilagyi,Aquatics,HUN,female,19/11/1996,19.7,1.75,62
Alex Wright,Athletics,IRL,male,19/12/1990,25.6,1.75,62
Keisuke Nozawa,Athletics,JPN,male,07/06/1991,25.2,1.75,62
Ieva Serapinaite,Modern Pentathlon,LTU,female,04/02/1995,21.5,1.75,62
Ryan Sissons,Triathlon,NZL,male,24/06/1988,28.1,1.75,62
Tamila Holub,Aquatics,POR,female,15/05/1999,17.2,1.75,62
Azza Besbes,Fencing,TUN,female,28/11/1990,25.7,1.75,62
Sarra Besbes,Fencing,TUN,female,05/02/1989,27.5,1.75,62
Yaaqoub Alsaadi,Aquatics,UAE,male,13/06/1996,20.2,1.75,62
Andrii Sienichkin,Gymnastics,UKR,male,01/05/1991,25.3,1.75,62
Denys Kostyuk,Cycling,UKR,male,13/03/1982,34.4,1.75,62
Viktoriya Zyabkina,Athletics,KAZ,female,04/09/1992,23.9,1.74,62
Hamid Ezzine,Athletics,MAR,male,05/10/1983,32.9,1.74,62
Adrian Blocki,Athletics,POL,male,11/04/1990,26.3,1.74,62
Tatiana Logunova,Fencing,RUS,female,03/07/1980,36.1,1.74,62
Darya Stepanyuk,Aquatics,UKR,female,22/05/1990,26.2,1.74,62
Ihor Russ,Athletics,UKR,male,08/09/1988,27.9,1.74,62
Maryna Bekh,Athletics,UKR,female,18/07/1995,21.1,1.74,62
Olena Kryvytska,Fencing,UKR,female,23/02/1987,29.5,1.74,62
Ranokhon Amanova,Aquatics,UZB,female,08/03/1994,22.4,1.74,62
Mathew Belcher,Sailing,AUS,male,20/09/1982,33.9,1.73,62
Amina Kajtaz,Aquatics,BIH,female,31/12/1996,19.6,1.73,62
Kaylyn Kyle,Football,CAN,female,06/10/1988,27.8,1.73,62
Reid Coolsaet,Athletics,CAN,male,29/07/1979,37,1.73,62
Julian Alaphilippe,Cycling,FRA,male,11/06/1992,24.2,1.73,62
Evelyn Verraszto,Aquatics,HUN,female,17/07/1989,27.1,1.73,62
Mahsa Javar,Rowing,IRI,female,12/05/1994,22.2,1.73,62
Giulia Conti,Sailing,ITA,female,04/11/1985,30.8,1.73,62
Kaede Kondo,Basketball,JPN,female,06/10/1991,24.8,1.73,62
Miki Uchida,Aquatics,JPN,female,21/02/1995,21.5,1.73,62
Remigijus Kancys,Athletics,LTU,male,17/07/1987,29.1,1.73,62
Monika Brzostek,Volleyball,POL,female,28/07/1989,27,1.73,62
Miguel Arraiolos,Triathlon,POR,male,12/07/1988,28.1,1.73,62
Caroline Seger,Football,SWE,female,19/03/1985,31.4,1.73,62
Sandi Morris,Athletics,USA,female,08/07/1992,24.1,1.73,62
Richie Porte,Cycling,AUS,male,30/01/1985,31.5,1.72,62
Ivan Trotski,Athletics,BLR,male,27/05/1976,40.2,1.72,62
Lucas Paixao,Hockey,BRA,male,02/09/1994,21.9,1.72,62
Huilin Le,Fencing,CHN,female,01/04/1989,27.4,1.72,62
Rui Zhang,Football,CHN,female,17/01/1989,27.6,1.72,62
Zihan Zhao,Aquatics,CHN,female,04/09/1993,22.9,1.72,62
Agnete Kirk Thinggaard,Equestrian,DEN,female,18/05/1983,33.2,1.72,62
Mohamed Hamza,Fencing,EGY,male,11/09/2000,15.9,1.72,62
Maxime Marotte,Cycling,FRA,male,05/12/1986,29.7,1.72,62
Bryony Page,Gymnastics,GBR,female,10/12/1990,25.7,1.72,62
Jessica Mendoza,Equestrian,GBR,female,09/04/1996,20.3,1.72,62
Franziska Hentke,Aquatics,GER,female,04/06/1989,27.2,1.72,62
Sofia Bekatorou,Sailing,GRE,female,26/12/1977,38.6,1.72,62
Talita Baqlah,Aquatics,JOR,female,27/10/1995,20.8,1.72,62
Sophie Cocks,Hockey,NZL,female,25/07/1994,22,1.72,62
Ellen Sprunger,Athletics,SUI,female,05/08/1986,30,1.72,62
Isil Alben,Basketball,TUR,female,22/02/1986,30.5,1.72,62
Axelle Dauwens,Athletics,BEL,female,01/12/1990,25.7,1.71,62
Chen Shen,Fencing,CHN,female,28/07/1990,26,1.71,62
Roser Tarrago Aymerich,Aquatics,ESP,female,25/03/1993,23.4,1.71,62
Cloe Hache,Aquatics,FRA,female,11/12/1997,18.7,1.71,62
Cyril Tommasone,Gymnastics,FRA,male,04/07/1987,29.1,1.71,62
Sabrina Delannoy,Football,FRA,female,18/05/1986,30.2,1.71,62
Leonardo Bittencourt,Football,GER,male,19/12/1993,22.6,1.71,62
Olga Safronova,Athletics,KAZ,female,05/11/1991,24.8,1.71,62
Nataly Michel,Fencing,MEX,female,09/07/1990,26.1,1.71,62
Nadine Broersen,Athletics,NED,female,29/04/1990,26.3,1.71,62
Marina Aframeeva,Equestrian,RUS,female,04/03/1991,25.4,1.71,62
Tjasa Vozel,Aquatics,SLO,female,14/07/1994,22.1,1.71,62
Timea Bacsinszky,Tennis,SUI,female,08/06/1989,27.2,1.71,62
Olena Yanovska,Athletics,UKR,female,15/02/1990,26.5,1.71,62
Sarah Scherer,Shooting,USA,female,12/02/1991,25.5,1.71,62
Valeria Bianchi,Handball,ARG,female,16/09/1985,30.9,1.7,62
Casey Sablowski,Hockey,AUS,female,19/03/1989,27.4,1.7,62
Olivier Irabaruta,Athletics,BDI,male,25/08/1997,19,1.7,62
Keila Costa,Athletics,BRA,female,06/02/1983,33.5,1.7,62
Angela Whyte,Athletics,CAN,female,22/05/1980,36.2,1.7,62
Genevieve Orton,Canoe,CAN,female,13/05/1984,32.3,1.7,62
Melita Abraham,Rowing,CHI,female,07/07/1997,19.1,1.7,62
Jie Dong,Aquatics,CHN,female,31/10/1998,17.8,1.7,62
Saisai Zheng,Tennis,CHN,female,05/02/1994,22.5,1.7,62
Manuel Esteban Soto,Athletics,COL,male,28/01/1994,22.5,1.7,62
Nicole Regnier,Football,COL,female,28/02/1995,21.4,1.7,62
Jana Pechanova,Aquatics,CZE,female,03/03/1981,35.4,1.7,62
Jessica Draskau-Petersson,Athletics,DEN,female,08/09/1977,38.9,1.7,62
Joan Lluis Pons Ramon,Aquatics,ESP,male,09/12/1996,19.7,1.7,62
Maria Lopez,Hockey,ESP,female,16/02/1990,26.5,1.7,62
Oskar Kirmes,Gymnastics,FIN,male,19/12/1995,20.6,1.7,62
Lisa Klein,Cycling,GER,female,15/07/1996,20.1,1.7,62
Gabriella Szabo,Canoe,HUN,female,14/08/1986,30,1.7,62
Villo Kormos,Aquatics,HUN,female,02/08/1988,28,1.7,62
Gil Cohen,Sailing,ISR,female,07/07/1992,24.1,1.7,62
Nina Amir,Sailing,ISR,female,17/01/1999,17.6,1.7,62
Mayumi Ono,Hockey,JPN,female,14/08/1984,32,1.7,62
Donata Vistartaite,Rowing,LTU,female,11/06/1989,27.2,1.7,62
Noura Mana,Aquatics,MAR,female,12/12/1997,18.7,1.7,62
Paula Reto,Golf,RSA,female,03/05/1990,26.3,1.7,62
Thapelo Morena,Football,RSA,male,06/08/1993,23,1.7,62
Anton Sintsov,Cycling,RUS,male,03/02/1985,31.5,1.7,62
Daria Kasatkina,Tennis,RUS,female,07/05/1997,19.3,1.7,62
Anja Klinar,Aquatics,SLO,female,03/04/1988,28.4,1.7,62
Susanna Kallur,Athletics,SWE,female,16/02/1981,35.5,1.7,62
Bekir Karayel,Athletics,TUR,male,10/05/1982,34.3,1.7,62
Kabange Mupopo,Athletics,ZAM,female,21/09/1992,23.9,1.7,62
Sovijja Pou,Aquatics,CAM,male,18/07/1995,21.1,1.69,62
Allison Beveridge,Cycling,CAN,female,01/06/1993,23.2,1.69,62
Diego Colorado,Athletics,COL,male,31/08/1973,43,1.69,62
Silvia Navarro,Handball,ESP,female,20/03/1979,37.4,1.69,62
Manon Hostens,Canoe,FRA,female,07/06/1994,22.2,1.69,62
Samantha Quek,Hockey,GBR,female,18/10/1988,27.8,1.69,62
Dora Antal,Aquatics,HUN,female,09/09/1993,22.9,1.69,62
Liliyana Natsir,Badminton,INA,female,09/09/1985,30.9,1.69,62
Mohammadjafar Moradi,Athletics,IRI,male,10/04/1990,26.3,1.69,62
Atsushi Arai,Aquatics,JPN,male,03/02/1994,22.5,1.69,62
Ona Kim,Handball,KOR,female,06/09/1988,27.9,1.69,62
Andrea Cedron,Aquatics,PER,female,24/12/1993,22.6,1.69,62
Paolo Yurivilca,Athletics,PER,male,23/04/1996,20.3,1.69,62
Andrey Petrov,Athletics,UZB,male,13/10/1986,29.8,1.69,62
Alejandra Jhonay Benitez Romero,Fencing,VEN,female,07/07/1980,36.1,1.69,62
Abderrahmane Meziane,Football,ALG,male,07/03/1994,22.4,1.68,62
Anissa Khelfaoui,Fencing,ALG,female,29/08/1991,25,1.68,62
Nicole van der Velden,Sailing,ARU,female,26/10/1994,21.8,1.68,62
Martine Grael,Sailing,BRA,female,12/02/1991,25.5,1.68,62
Tianshi Zhong,Cycling,CHN,female,02/02/1991,25.5,1.68,62
Andrea Ivancevic,Athletics,CRO,female,21/08/1984,32,1.68,62
Xantal Gine,Hockey,ESP,female,23/09/1992,23.9,1.68,62
Gwladys Nocera Pucet,Golf,FRA,female,22/05/1975,41.2,1.68,62
Charlotte Dobson,Sailing,GBR,female,05/06/1986,30.2,1.68,62
Chloe Tutton,Aquatics,GBR,female,17/07/1996,20.1,1.68,62
Maddie Hinch,Hockey,GBR,female,08/10/1988,27.8,1.68,62
Gudrun Stock,Cycling,GER,female,23/05/1995,21.2,1.68,62
Laura Siegemund,Tennis,GER,female,04/03/1988,28.4,1.68,62
Tania di Mario,Aquatics,ITA,female,04/05/1979,37.3,1.68,62
Satomi Suzuki,Aquatics,JPN,female,29/01/1991,25.5,1.68,62
Shiho Oyama,Golf,JPN,female,25/05/1977,39.2,1.68,62
Alice Naber-Lozeman,Equestrian,NED,female,07/05/1971,45.3,1.68,62
Britt Eerland,Table Tennis,NED,female,22/02/1994,22.5,1.68,62
Tessa van Schagen,Athletics,NED,female,02/02/1994,22.5,1.68,62
Carina Horn,Athletics,RSA,female,09/03/1989,27.4,1.68,62
Barbora Mokosova,Gymnastics,SVK,female,10/03/1997,19.4,1.68,62
Katelyn Falgowski,Hockey,USA,female,23/10/1988,27.8,1.68,62
Maddison Keeney,Aquatics,AUS,female,23/05/1996,20.2,1.67,62
Larissa Araujo,Handball,BRA,female,01/07/1992,24.1,1.67,62
Teliana Pereira,Tennis,BRA,female,20/07/1988,28.1,1.67,62
Yuan Cao,Aquatics,CHN,male,07/02/1995,21.5,1.67,62
Julien Gobaux,Gymnastics,FRA,male,11/12/1990,25.7,1.67,62
Yessy Venisia Yosaputra,Aquatics,INA,female,27/08/1994,22,1.67,62
Neda Shahsavari,Table Tennis,IRI,female,21/09/1986,29.9,1.67,62
Noemi Batki,Aquatics,ITA,female,12/10/1987,28.8,1.67,62
Hirokatsu Tayama,Triathlon,JPN,male,12/11/1981,34.8,1.67,62
Masaki Ito,Gymnastics,JPN,male,02/11/1988,27.8,1.67,62
Chantal Hoffmann,Cycling,LUX,female,30/10/1987,28.8,1.67,62
Jermaine Seoposenwe,Football,RSA,female,12/10/1993,22.8,1.67,62
Marta Kharitonova,Canoe,RUS,female,26/09/1984,31.9,1.67,62
Nathalie Hagman,Handball,SWE,female,19/07/1991,25.1,1.67,62
Gremlis Arvelo,Table Tennis,VEN,female,21/08/1996,20,1.67,62
Amanda Simeao,Fencing,BRA,female,02/06/1994,22.2,1.66,62
Jing Zhang,Aquatics,CHN,female,16/06/1996,20.2,1.66,62
Yang Yu,Badminton,CHN,female,07/04/1986,30.4,1.66,62
Yon Soriano,Athletics,DOM,male,02/01/1987,29.6,1.66,62
Mathilde Cini,Aquatics,FRA,female,18/11/1994,21.7,1.66,62
Ever Palma,Athletics,MEX,male,18/03/1992,24.4,1.66,62
Elvina Karimova,Aquatics,RUS,female,25/03/1994,22.4,1.66,62
Bo Qiu,Aquatics,CHN,male,31/01/1993,23.5,1.65,62
Natalia Alfaro,Volleyball,CRC,female,08/04/1987,29.3,1.65,62
Barbora Strycova,Tennis,CZE,female,28/03/1986,30.4,1.65,62
Hadir Mekhimar,Shooting,EGY,female,25/11/1997,18.7,1.65,62
Brinn Bevan,Gymnastics,GBR,male,16/06/1997,19.2,1.65,62
Natasha Hunt,Rugby Sevens,GBR,female,21/03/1989,27.4,1.65,62
Wai Sze Lee,Cycling,HKG,female,12/05/1987,29.3,1.65,62
Hassan Sabzali Rahimi,Wrestling,IRI,male,15/06/1989,27.2,1.65,62
Asami Yoshida,Basketball,JPN,female,09/10/1987,28.8,1.65,62
Naho Miyoshi,Basketball,JPN,female,21/12/1993,22.6,1.65,62
Elisa Vania Ravololoniaina,Weightlifting,MAD,female,24/02/1992,24.5,1.65,62
Catherine Bott,Football,NZL,female,22/04/1995,21.3,1.65,62
Rick Yves Confiance,Weightlifting,SEY,male,24/05/1994,22.2,1.65,62
Tina Mrak,Sailing,SLO,female,06/02/1988,28.5,1.65,62
Anton Sudesh Peiris Kurukulasooriyage,Weightlifting,SRI,male,03/02/1985,31.5,1.65,62
Morena Martinez Franchi,Volleyball,ARG,female,19/02/1993,23.5,1.64,62
Ying Luo,Badminton,CHN,female,11/01/1991,25.6,1.64,62
Kati Tolmoff,Badminton,EST,female,03/12/1983,32.7,1.64,62
Eleftherios Petrounias,Gymnastics,GRE,male,30/11/1990,25.7,1.64,62
Louise Sand,Handball,SWE,female,27/12/1992,23.6,1.64,62
Jackson Rondinelli,Aquatics,BRA,male,20/05/1994,22.2,1.63,62
Deanne Rose,Football,CAN,female,03/03/1999,17.4,1.63,62
Angela Clavijo,Football,COL,female,01/09/1993,22.9,1.63,62
Stanly del Carmen,Athletics,DOM,male,20/09/1995,20.9,1.63,62
Leonie Maier,Football,GER,female,29/09/1992,23.9,1.63,62
Brenessa Thompson,Athletics,GUY,female,22/07/1996,20.1,1.63,62
Andrea Brewster,Sailing,IRL,female,10/10/1982,33.8,1.63,62
Nzingha Prescod,Fencing,USA,female,14/08/1992,24,1.63,62
Chelsea Lea Gubecka,Aquatics,AUS,female,08/09/1998,17.9,1.62,62
Lijun Chen,Weightlifting,CHN,male,08/02/1993,23.5,1.62,62
Anni Teija Orvokki Vuohijoki,Weightlifting,FIN,female,24/05/1988,28.2,1.62,62
Ahmad Amsyar Azman,Aquatics,MAS,male,28/08/1992,24,1.62,62
Dolores Hernandez,Aquatics,MEX,female,21/05/1997,19.2,1.62,62
Elizabeth Gunson,Hockey,NZL,female,09/07/1989,27.1,1.62,62
Morea Baru,Weightlifting,PNG,male,15/04/1990,26.3,1.62,62
Anastasiia Voinova,Cycling,RUS,female,05/02/1993,23.5,1.62,62
Benjamin Gischard,Gymnastics,SUI,male,17/11/1995,20.7,1.62,62
Isabel Cristina Romero Benitez,Rugby Sevens,COL,female,27/07/1996,20,1.61,62
Andrea Perez Pena,Shooting,ECU,female,07/04/1990,26.3,1.61,62
Yosuke Nakayama,Weightlifting,JPN,male,20/03/1987,29.4,1.61,62
Bekhbayar Erdenebat,Wrestling,MGL,male,13/08/1992,24,1.61,62
Jesus Antonio Lopez Sanchez,Weightlifting,VEN,male,17/12/1984,31.7,1.61,62
Juliana Veloso,Aquatics,BRA,female,22/12/1980,35.6,1.6,62
Md Fakhri Ismail,Athletics,BRU,male,06/03/1991,25.4,1.6,62
Scott Morgan,Gymnastics,CAN,male,20/06/1989,27.1,1.6,62
Ella Nicholas,Canoe,COK,female,15/12/1990,25.7,1.6,62
Mohamed Andhumdine Nazlati,Aquatics,COM,female,20/12/1997,18.6,1.6,62
Ahmed Saad,Weightlifting,EGY,male,01/11/1986,29.8,1.6,62
Georgina Twigg,Hockey,GBR,female,21/11/1990,25.7,1.6,62
Elaheh Ahmadi,Shooting,IRI,female,31/05/1982,34.2,1.6,62
Yoichi Itokazu,Weightlifting,JPN,male,24/05/1991,25.2,1.6,62
Farkhad Kharki,Weightlifting,KAZ,male,20/04/1991,25.3,1.6,62
Myeongmok Han,Weightlifting,KOR,male,01/02/1991,25.5,1.6,62
Stephanie Lovell,Sailing,LCA,female,08/09/1995,20.9,1.6,62
Mariana Cherdivara Esanu,Wrestling,MDA,female,15/09/1992,23.9,1.6,62
Denis Abliazin,Gymnastics,RUS,male,03/08/1992,24,1.6,62
Mehtap Kurnaz,Weightlifting,TUR,female,01/05/1995,21.3,1.6,62
Wei Deng,Weightlifting,CHN,female,14/02/1993,23.5,1.59,62
Oscar Albeiro Figueroa Mosquera,Weightlifting,COL,male,27/04/1983,33.3,1.59,62
Julio Cesar Salamanca Pineda,Weightlifting,ESA,male,15/07/1989,27.1,1.59,62
Hyo Sim Choe,Weightlifting,PRK,female,05/12/1993,22.7,1.59,62
Muhamad Hasbi,Weightlifting,INA,male,12/07/1992,24.1,1.58,62
Yaroslava Bondarenko,Cycling,RUS,female,27/02/1997,19.4,1.58,62
Olivera Moldovan,Canoe,SRB,female,01/03/1989,27.4,1.58,62
Yume Okuroda,Rugby Sevens,JPN,female,06/07/1994,22.1,1.57,62
Marina de la Caridad Rodriguez Mitjan,Weightlifting,CUB,female,02/03/1995,21.4,1.55,62
Eko Yuli Irawan,Weightlifting,INA,male,24/07/1989,27.1,1.54,62
Vaipava Nevo Ioane,Weightlifting,SAM,male,14/04/1988,28.3,1.52,62
Esraa Ahmed,Weightlifting,EGY,female,21/11/1998,17.7,1.5,62
Svetlana Radzivil,Athletics,UZB,female,17/01/1987,29.6,1.86,61
Mekonnen Gebremedhin,Athletics,ETH,male,11/10/1988,27.8,1.81,61
Emanuel Buchmann,Cycling,GER,male,18/11/1992,23.7,1.81,61
Iryna Gerashchenko,Athletics,UKR,female,10/03/1995,21.4,1.81,61
Galen Rupp,Athletics,USA,male,08/05/1986,30.3,1.81,61
Femke Pluim,Athletics,NED,female,10/05/1994,22.3,1.8,61
Madison Wilson,Aquatics,AUS,female,31/05/1994,22.2,1.79,61
Colleen Loach,Equestrian,CAN,female,10/04/1983,33.3,1.79,61
Dana Veldakova,Athletics,SVK,female,03/06/1981,35.2,1.79,61
Kristin Gierisch,Athletics,GER,female,20/08/1990,26,1.78,61
Zohar Shikler,Aquatics,ISR,female,08/07/1997,19.1,1.78,61
Sara Franceschi,Aquatics,ITA,female,01/02/1999,17.5,1.78,61
Tadesse Abraham,Athletics,SUI,male,12/08/1982,34,1.78,61
Olha Zolotarova,Aquatics,UKR,female,27/12/1994,21.6,1.78,61
Marion Lepert,Sailing,USA,female,18/09/1995,20.9,1.78,61
Ryan Bailie,Triathlon,AUS,male,15/07/1990,26.1,1.77,61
Matea Samardzic,Aquatics,CRO,female,17/01/1995,21.6,1.77,61
Erika Villaecija garcia,Aquatics,ESP,female,02/06/1984,32.2,1.77,61
Anna Santamans,Aquatics,FRA,female,25/04/1993,23.3,1.77,61
Caroline Garcia,Tennis,FRA,female,16/10/1993,22.8,1.77,61
Marine Johannes,Basketball,FRA,female,21/01/1995,21.6,1.77,61
Haruka Miyashita,Volleyball,JPN,female,01/09/1994,21.9,1.77,61
Maharu Yoshimura,Table Tennis,JPN,male,03/08/1993,23,1.77,61
Hyunsub Kim,Athletics,KOR,male,31/05/1985,31.2,1.77,61
Lyndal Oatley,Equestrian,AUS,female,27/06/1980,36.1,1.76,61
Kierre Beckles,Athletics,BAR,female,21/05/1990,26.2,1.76,61
Volha Sudarava,Athletics,BLR,female,22/02/1984,32.5,1.76,61
Xin Xin,Aquatics,CHN,female,06/11/1996,19.8,1.76,61
Arantxa Parra-Santonja,Tennis,ESP,female,09/11/1982,33.8,1.76,61
Kaidi Kivioja,Triathlon,EST,female,23/02/1993,23.5,1.76,61
Yesui Bayar,Aquatics,MGL,female,21/07/2000,16.1,1.76,61
Ariana Washington,Athletics,USA,female,27/08/1996,20,1.76,61
Colleen Quigley,Athletics,USA,female,20/11/1992,23.7,1.76,61
Brianna Throssell,Aquatics,AUS,female,10/02/1996,20.5,1.75,61
Yan Wang,Football,CHN,female,22/08/1991,25,1.75,61
Paulina Schmiedel,Aquatics,GER,female,29/05/1993,23.2,1.75,61
Laetitia Beck,Golf,ISR,female,05/02/1992,24.5,1.75,61
Nadine Visser,Athletics,NED,female,09/02/1995,21.5,1.75,61
Elroy Gelant,Athletics,RSA,male,25/08/1986,30,1.75,61
Deborah Rodriguez,Athletics,URU,female,02/12/1992,23.7,1.75,61
Alyssa Naeher,Football,USA,female,20/04/1988,28.3,1.75,61
Gonzalo Raul Tellechea,Triathlon,ARG,male,11/07/1985,31.1,1.74,61
Dominique Bouchard,Aquatics,CAN,female,29/05/1991,25.2,1.74,61
Maykel Masso,Athletics,CUB,male,08/05/1999,17.3,1.74,61
Rikke Moller Pedersen,Aquatics,DEN,female,09/01/1989,27.6,1.74,61
Erika Kirpu,Fencing,EST,female,22/06/1992,24.1,1.74,61
Kristel Vourna,Aquatics,GRE,female,11/02/1992,24.5,1.74,61
Marije van Hunenstijn,Athletics,NED,female,02/03/1995,21.4,1.74,61
Noemi Girardet,Aquatics,SUI,female,12/12/1994,21.7,1.74,61
Pei-Wun Lin,Aquatics,TPE,female,25/11/1999,16.7,1.74,61
Alexander Russo,Athletics,BRA,male,26/07/1994,22,1.73,61
Chanice Chase,Athletics,CAN,female,06/08/1993,23,1.73,61
Hilary Caldwell,Aquatics,CAN,female,13/03/1991,25.4,1.73,61
Daniel Estrada,Athletics,CHI,male,27/02/1990,26.5,1.73,61
Juliane Rasmussen,Rowing,DEN,female,17/02/1979,37.5,1.73,61
Laetitia Philippe,Football,FRA,female,30/04/1991,25.3,1.73,61
Annika Sprink,Hockey,GER,female,20/10/1995,20.8,1.73,61
Annike Krahn,Football,GER,female,01/07/1985,31.1,1.73,61
Levent Tuncat,Taekwondo,GER,male,29/07/1988,28,1.73,61
Shericka Jackson,Athletics,JAM,female,16/07/1994,22.1,1.73,61
Nozomi Sato,Fencing,JPN,female,03/07/1986,30.1,1.73,61
Irina Ektova,Athletics,KAZ,female,08/01/1987,29.6,1.73,61
Linet Arasa,Rugby Sevens,KEN,female,01/01/1996,20.6,1.73,61
Suyeon Back,Aquatics,KOR,female,01/07/1991,25.1,1.73,61
Luis Enrique Lemus Davila,Cycling,MEX,male,21/04/1992,24.3,1.73,61
Laura de Witte,Athletics,NED,female,07/08/1995,21,1.73,61
Rafal Majka,Cycling,POL,male,12/09/1989,26.9,1.73,61
Anna Karnaukh,Aquatics,RUS,female,31/08/1993,22.9,1.73,61
Inna Deriglazova,Fencing,RUS,female,10/03/1990,26.4,1.73,61
Svetlana Chimrova,Aquatics,RUS,female,15/04/1996,20.3,1.73,61
Semoy Hackett,Athletics,TTO,female,27/11/1988,27.7,1.73,61
Ajee Wilson,Athletics,USA,female,08/05/1994,22.3,1.73,61
Brittney Reese,Athletics,USA,female,09/09/1986,29.9,1.73,61
Jay Shi,Shooting,USA,male,23/02/1979,37.5,1.73,61
Jelle Geens,Triathlon,BEL,male,26/03/1993,23.4,1.72,61
Katy Sealy,Athletics,BIZ,female,15/10/1990,25.8,1.72,61
Valentina Gustin,Shooting,CRO,female,20/11/1996,19.7,1.72,61
Maha Abdel Salam,Aquatics,EGY,female,08/06/1998,18.2,1.72,61
Jon Izaguirre Insausti,Cycling,ESP,male,04/02/1989,27.5,1.72,61
Margaux Chretien,Aquatics,FRA,female,11/12/1992,23.7,1.72,61
Daryll Neita,Athletics,GBR,female,29/08/1996,19.9,1.72,61
Lisa Schutze,Hockey,GER,female,05/10/1996,19.8,1.72,61
Ye Na Chang,Badminton,KOR,female,13/12/1989,26.7,1.72,61
Hicham Sigueni,Athletics,MAR,male,30/01/1993,23.5,1.72,61
Michelle van der Pols,Hockey,NED,female,06/01/1989,27.6,1.72,61
Tyroane Sandows,Football,RSA,male,12/02/1995,21.5,1.72,61
Daria Mullakaeva,Aquatics,RUS,female,18/06/1998,18.1,1.72,61
Alexus Laird,Aquatics,SEY,female,11/03/1993,23.4,1.72,61
Carli Lloyd,Football,USA,female,16/07/1982,34.1,1.72,61
Tabata de Carvalho,Athletics,BRA,female,23/04/1996,20.3,1.71,61
El Hassan Elabbassi,Athletics,BRN,male,13/04/1984,32.3,1.71,61
Mayobanex de Oleo,Athletics,DOM,male,26/05/1993,23.2,1.71,61
Daniela Ferenz,Athletics,GER,female,03/08/1990,26,1.71,61
Chandanda Thimmaiah,Hockey,IND,male,18/01/1991,25.6,1.71,61
Misha Zilberman,Badminton,ISR,male,30/01/1989,27.5,1.71,61
Arseth Heather,Aquatics,MRI,female,30/11/1991,24.7,1.71,61
Vania Neves,Aquatics,POR,female,04/09/1990,25.9,1.71,61
Mariya Ryemyen,Athletics,UKR,female,02/08/1987,29,1.71,61
Catherine Meili,Aquatics,USA,female,16/04/1991,25.3,1.71,61
Maggie Hogan,Canoe,USA,female,01/01/1979,37.6,1.71,61
Paige Selenski,Hockey,USA,female,30/06/1990,26.1,1.71,61
Will Brown,Shooting,USA,male,31/12/1991,24.6,1.71,61
Daisy Kaitano,Football,ZIM,female,20/09/1993,22.9,1.71,61
Tamsin Cook,Aquatics,AUS,female,25/12/1998,17.6,1.7,61
Katrien Verstuyft,Triathlon,BEL,female,21/07/1982,34.1,1.7,61
Kylie Masse,Aquatics,CAN,female,18/01/1996,20.6,1.7,61
Michelle Williams,Aquatics,CAN,female,02/01/1991,25.6,1.7,61
Xingqiang Tang,Athletics,CHN,male,11/08/1995,21,1.7,61
Ying Li,Football,CHN,female,07/01/1993,23.6,1.7,61
Zhen Zeng,Aquatics,CHN,female,28/11/1993,22.7,1.7,61
Sergio Luis Henao Montoya,Cycling,COL,male,10/12/1987,28.7,1.7,61
Sharon Acevedo,Rugby Sevens,COL,female,05/03/1993,23.4,1.7,61
Katharina Otte,Hockey,GER,female,29/05/1987,29.2,1.7,61
Pamela Dutkiewicz,Athletics,GER,female,28/09/1991,24.9,1.7,61
Diletta Carli,Aquatics,ITA,female,07/05/1996,20.3,1.7,61
Lawrence Fanous,Triathlon,JOR,male,27/08/1985,31,1.7,61
Eva de Goede,Hockey,NED,female,23/03/1989,27.4,1.7,61
Mandy Mulder,Sailing,NED,female,03/08/1987,29,1.7,61
Natalia Valentin,Volleyball,PUR,female,12/09/1989,26.9,1.7,61
Paulo Amotun,Athletics,ROT,male,01/01/1992,24.6,1.7,61
Ersin Tacir,Athletics,TUR,male,01/04/1985,31.4,1.7,61
Becky Sauerbrunn,Football,USA,female,06/06/1985,31.2,1.7,61
Julie Johnston,Football,USA,female,06/04/1992,24.3,1.7,61
Birgit Koschischek,Aquatics,AUT,female,22/05/1987,29.2,1.69,61
Ekaterina Poplavskaya,Athletics,BLR,female,07/05/1987,29.3,1.69,61
Mariana Duque-Marino,Tennis,COL,female,12/08/1989,27,1.69,61
Ser-Od Bat-Ochir,Athletics,MGL,male,07/10/1981,34.9,1.69,61
Agnieszka Nagay,Shooting,POL,female,20/02/1981,35.5,1.69,61
Menzi Masuku,Football,RSA,male,15/04/1993,23.3,1.69,61
Sutiya Jiewchaloemmit,Shooting,THA,female,03/05/1986,30.3,1.69,61
Mohammed Rageh,Athletics,YEM,male,01/01/1998,18.6,1.69,61
Arianna Vanderpool-Wallace,Aquatics,BAH,female,04/03/1990,26.4,1.68,61
Zixia Ou,Hockey,CHN,female,24/09/1995,20.9,1.68,61
Meline Gerard,Football,FRA,female,30/05/1990,26.2,1.68,61
Susannah Townsend,Hockey,GBR,female,28/07/1989,27,1.68,61
Sandeep Tomar,Wrestling,IND,male,02/04/1991,25.4,1.68,61
Elisa Queirolo,Aquatics,ITA,female,06/03/1991,25.4,1.68,61
Jungeun Seo,Hockey,KOR,female,26/12/1991,24.6,1.68,61
Seunga Park,Hockey,KOR,female,16/04/1991,25.3,1.68,61
Shiwe Nogwanya,Football,RSA,female,07/03/1994,22.4,1.68,61
